p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	peak
2.51684492574966e-08	1.51247844443955	0.106	0.039	0.0117946652070914	C2	chr2-47269315-47270183
2.58413890064528e-08	0.882632602030121	0.15	0.08	0.012110024288705	C2	chr5-137142337-137143233
2.7375491529301e-08	1.04373177972056	0.184	0.089	0.0128289492198848	C2	chr2-223759071-223762156
2.75309036871303e-08	1.27971178314469	0.122	0.051	0.0129017798639962	C2	chr3-126910682-126912695
2.77195178677952e-08	1.03089586003718	0.164	0.082	0.012990169938867	C2	chr15-38129142-38131383
2.81451855826333e-08	0.554899260340904	0.237	0.163	0.0131896501744039	C2	chr1-54226949-54229879
2.86052121805828e-08	1.06972737342941	0.109	0.052	0.0134052319789743	C2	chr1-239814161-239815069
2.94183718371862e-08	1.66939601704808	0.105	0.033	0.0137863021756887	C2	chr19-17107351-17108572
2.9709024532294e-08	1.18992239009537	0.107	0.046	0.0139225104575444	C2	chr13-110005334-110006829
3.01775300721527e-08	1.40082466666607	0.15	0.056	0.0141420657401829	C2	chr8-48407120-48410570
3.03894139938365e-08	1.17039845993307	0.127	0.056	0.0142413606905176	C2	chr21-34834211-34836913
3.059941837114e-08	1.59691965346403	0.1	0.032	0.014339774831849	C2	chr7-89014-89911
3.11645504438318e-08	0.98558362784097	0.114	0.057	0.0146046121099424	C2	chr15-91965473-91966563
3.21845403390219e-08	0.688323353829214	0.285	0.175	0.0150826089545355	C2	chr10-122300909-122302024
3.2730626383113e-08	1.39665185657206	0.137	0.051	0.0153385207112918	C2	chr18-44732762-44734128
3.3810919623705e-08	1.05282050533163	0.187	0.089	0.0158447774523372	C2	chr8-101097270-101099248
3.41590242644027e-08	0.830753433307036	0.119	0.065	0.0160079093820028	C2	chr8-21491479-21493216
3.7736210481439e-08	0.966849789050532	0.142	0.072	0.0176842825817063	C2	chr14-61562568-61563197
3.8615475835975e-08	0.681616342312099	0.197	0.12	0.0180963318255371	C2	chr17-62819393-62820435
3.88523578074185e-08	0.508777034097007	0.347	0.245	0.0182073415869327	C2	chr12-52202297-52203806
3.89253137552657e-08	1.31309698439131	0.107	0.043	0.0182415308598164	C2	chr16-69073028-69073754
4.19678140970596e-08	1.18268642485588	0.118	0.051	0.0196673347524909	C2	chr11-115940897-115942466
4.23210367902308e-08	1.15410070677321	0.119	0.053	0.0198328651499691	C2	chr7-44184096-44184887
4.27961618203186e-08	0.9932516666696	0.112	0.055	0.0200555225176941	C2	chr5-168916036-168917463
4.33054166484186e-08	1.06993129808381	0.131	0.062	0.0202941740985318	C2	chr19-46201077-46202213
4.38923641909363e-08	1.1455097940324	0.106	0.048	0.0205692347384343	C2	chr11-44568631-44569566
4.39299723943195e-08	1.32194648739955	0.123	0.049	0.0205868590331776	C2	chr7-47290993-47292128
4.54886253901849e-08	1.07556281361905	0.122	0.058	0.021317289027977	C2	chr10-49176369-49178303
4.68074286846809e-08	1.21323622770855	0.113	0.049	0.0219353184970733	C2	chr10-3754704-3755910
4.85393488059732e-08	0.744327965835745	0.116	0.068	0.0227469464915944	C2	chr18-6405331-6407159
4.85520068874998e-08	0.886470076859929	0.194	0.106	0.0227528784356821	C2	chr19-4911473-4912347
4.92223175818959e-08	1.43086231210861	0.127	0.047	0.0230670054660863	C2	chr7-51123125-51124225
4.96167524996735e-08	0.679025698987214	0.17	0.106	0.0232518491071695	C2	chr17-81097152-81098273
5.14368587859897e-08	1.08741256393345	0.157	0.073	0.0241048036960196	C2	chr7-43301979-43303065
5.22390039102638e-08	1.51972681247034	0.123	0.042	0.024480712163463	C2	chr17-40485708-40486579
5.22718500999806e-08	1.09469574326634	0.146	0.069	0.0244961048405038	C2	chr9-116549039-116549801
5.41664510518558e-08	1.21913804133546	0.105	0.045	0.0253839697899801	C2	chr1-172286143-172287508
5.44006221743853e-08	1.4234423754267	0.128	0.048	0.02549370916896	C2	chr22-40498315-40499513
5.58252947837449e-08	1.14893774572991	0.107	0.047	0.0261613520692116	C2	chr12-1472816-1475169
5.70262370382719e-08	0.851369654286838	0.187	0.101	0.0267241484370083	C2	chr1-234771351-234773098
5.70603698320888e-08	0.584408769413793	0.377	0.257	0.0267401440540419	C2	chr13-114064111-114066801
5.92497038674776e-08	0.569137908588239	0.222	0.152	0.0277661294737121	C2	chr5-168364195-168366591
5.95305510854029e-08	1.52249077871144	0.113	0.039	0.0278977426246013	C2	chr11-128026043-128027023
5.988692546705e-08	1.22383634742078	0.152	0.067	0.0280647499946982	C2	chr1-161082609-161084171
6.03934604919958e-08	0.917911604580059	0.143	0.076	0.0283021269969035	C2	chr8-8295399-8296726
6.04378993987725e-08	0.683402911664219	0.321	0.197	0.0283229523573474	C2	chr1-234980220-234981351
6.17286745823021e-08	0.926237759241272	0.205	0.109	0.0289278470408297	C2	chr1-21324093-21325599
6.18380927052782e-08	1.01191977619008	0.204	0.101	0.0289791235463818	C2	chr17-41910449-41911031
6.19061563609523e-08	1.60635009749737	0.106	0.034	0.0290110201492767	C2	chr8-23761094-23762151
6.63224232829531e-08	0.651101546771452	0.263	0.169	0.031080610900667	C2	chr14-61523867-61526281
6.79178512881551e-08	0.539816179506084	0.344	0.237	0.0318282747313168	C2	chr10-97888545-97890288
6.82859246729271e-08	1.06912529328917	0.11	0.051	0.0320007645935491	C2	chr12-104694968-104696135
6.88067480975028e-08	1.12690837494812	0.137	0.061	0.0322448375541846	C2	chr6-40957656-40958631
6.89838329471747e-08	0.8447655476443	0.241	0.134	0.0323278246502015	C2	chr8-94240909-94242893
7.13059973123703e-08	0.547887676867166	0.341	0.228	0.0334160582144988	C2	chr20-50308274-50309429
7.247953418087e-08	0.707222298615573	0.226	0.137	0.0339660116236469	C2	chr5-75318941-75321791
7.29162517481804e-08	0.983486953910796	0.192	0.096	0.034170670140498	C2	chr6-125904495-125905378
7.55743364215932e-08	0.861170317516005	0.22	0.122	0.0354163257029148	C2	chr6-129490043-129491767
7.93429424792908e-08	0.855168760186638	0.158	0.087	0.0371824037911276	C2	chr5-91161895-91163422
8.1367354224171e-08	1.10644655485358	0.219	0.101	0.038131101842719	C2	chr9-127561407-127562375
9.06457778642071e-08	1.27430184920258	0.106	0.044	0.0424792402347255	C2	chr21-15221642-15223079
9.4982651934512e-08	1.07261678537158	0.102	0.048	0.0445116251934184	C2	chr7-5595600-5596369
9.80661868503113e-08	0.960184070320678	0.12	0.061	0.0459566590774745	C2	chr13-34155638-34157454
1.011992362122e-07	0.852992283468588	0.16	0.089	0.0474248968668873	C2	chr11-16790820-16792035
1.02906206641018e-07	0.613161400145358	0.377	0.251	0.0482248327119735	C2	chr17-41547236-41549529
1.03635986444092e-07	1.43163107604454	0.107	0.041	0.0485668286913084	C2	chr7-137882032-137883211
3.16380821148343e-29	1.48885491355355	0.368	0.132	1.48265227833927e-23	C3	chr5-170744976-170746875
4.65969892091654e-27	1.74200478530211	0.281	0.083	2.1836700456102e-21	C3	chr22-17781126-17782124
5.27759340788924e-25	1.80197691893999	0.272	0.076	2.47323332114572e-19	C3	chr17-28499924-28501672
9.36679676688514e-25	1.10632482418394	0.459	0.212	4.38955260206862e-19	C3	chr16-50696388-50698702
1.12042145042039e-23	1.58717480406338	0.307	0.101	5.25061983889057e-18	C3	chr16-70589736-70592540
2.03932764190162e-23	2.94849450379291	0.109	0.014	9.55688073496712e-18	C3	chr22-36892104-36892869
2.72919334702766e-23	1.16498006843385	0.381	0.168	1.27897914902422e-17	C3	chr19-49896600-49898100
6.91419539707188e-23	1.42275045080352	0.282	0.102	3.2401924747344e-17	C3	chr5-132094157-132095875
2.44288005427654e-22	1.47238811548941	0.271	0.095	1.14480443695556e-16	C3	chr12-108612655-108613936
5.03357327878753e-22	2.31320718767316	0.121	0.023	2.35887841206492e-16	C3	chr2-222730411-222731664
8.55052143379148e-22	2.22626095805795	0.139	0.028	4.00702230899627e-16	C3	chr16-2043824-2044699
1.88571232480738e-21	1.61232569721506	0.21	0.066	8.83699481062159e-16	C3	chr5-116680788-116681996
7.58781459554422e-21	1.24948048572261	0.266	0.105	3.55586996609529e-15	C3	chr16-31264969-31266209
9.26727033101486e-21	1.65974353839669	0.179	0.053	4.34291162795316e-15	C3	chr11-19474863-19475980
1.0425791135104e-20	1.5617980652219	0.176	0.057	4.88582807385265e-15	C3	chr5-180441270-180442881
2.50999744193823e-20	1.25370891671782	0.288	0.118	1.17625759121807e-14	C3	chr21-33382791-33384106
3.31862560521445e-20	1.08155235887062	0.342	0.158	1.55520419874604e-14	C3	chr20-63698731-63699584
1.52734971079709e-19	1.10849745289318	0.322	0.146	7.15760367621132e-14	C3	chr1-205293550-205295197
2.05105724474255e-19	1.09541305562943	0.332	0.153	9.61184905546455e-14	C3	chr21-37207312-37209540
2.14794766550909e-19	2.01787513441732	0.177	0.042	1.00659056653986e-13	C3	chr12-116537130-116537705
3.68521697313964e-19	1.96676060217405	0.193	0.048	1.72699954490546e-13	C3	chr19-4719562-4719821
7.92601747561734e-19	1.32578265609084	0.275	0.11	3.71436164358108e-13	C3	chr12-7122592-7123368
1.82514509043042e-18	2.24537215622619	0.197	0.041	8.55315918583318e-13	C3	chr17-58343695-58345132
2.2229918900395e-18	1.75649306803431	0.134	0.037	1.04175846643732e-12	C3	chr14-34257433-34258818
2.69653259759792e-18	1.63642373053746	0.112	0.034	1.26367337467971e-12	C3	chr3-23667513-23668932
3.73056379929931e-18	2.45079536203497	0.107	0.019	1.74825038270183e-12	C3	chr1-32341823-32342313
6.95735095344391e-18	2.22163904096222	0.108	0.022	3.26041641996146e-12	C3	chr11-35597966-35599069
7.09134470449601e-18	1.61720967847241	0.195	0.061	3.32320977752326e-12	C3	chr11-61850748-61851743
1.07194641261941e-17	0.907407167480964	0.29	0.15	5.0234517539942e-12	C3	chr22-50544008-50545272
1.52808181649689e-17	1.80230306481146	0.158	0.043	7.16103453583123e-12	C3	chr1-209606972-209608043
2.48921879951546e-17	1.3348085839086	0.245	0.095	1.16652011679813e-11	C3	chr1-111192225-111193548
2.52373129326728e-17	2.08340794544743	0.146	0.033	1.18269367223255e-11	C3	chr20-53699053-53700318
3.04151462615097e-17	1.56318718018445	0.204	0.065	1.4253419577385e-11	C3	chr11-79212464-79213312
3.75121459659734e-17	1.91478305573361	0.126	0.032	1.75792794518882e-11	C3	chr6-43740726-43741422
4.09664934717744e-17	2.3326384727728	0.112	0.021	1.91980868691841e-11	C3	chr1-166169987-166170418
1.07047737319779e-16	2.02779779595199	0.153	0.036	5.01656740924306e-11	C3	chr9-120925656-120926868
1.12147448416654e-16	1.80177100224716	0.203	0.055	5.25555466040482e-11	C3	chr3-143307484-143308154
1.4348174481075e-16	2.09367537326878	0.12	0.027	6.72397065889171e-11	C3	chr21-42411550-42412538
1.56079919766752e-16	1.12760442716168	0.265	0.116	7.31435767203731e-11	C3	chr1-203692293-203693514
1.70371865558239e-16	1.17748750950016	0.255	0.108	7.9841196984692e-11	C3	chr19-44738669-44739263
2.3872480982969e-16	1.64915578875953	0.166	0.051	1.11873368905678e-10	C3	chr5-58258762-58260238
2.45789618486504e-16	0.735364771964965	0.454	0.27	1.15184143121712e-10	C3	chr5-151085354-151086153
3.17056294689245e-16	2.35792511649364	0.127	0.024	1.48581774323926e-10	C3	chrX-40871162-40872137
3.45324729473229e-16	1.94389896508321	0.14	0.035	1.6182918264831e-10	C3	chr5-134127390-134127836
5.19367286726684e-16	1.02130822545434	0.27	0.127	2.43390572211439e-10	C3	chr7-44980347-44981375
5.49534803680664e-16	1.21745515024494	0.224	0.091	2.57527945514066e-10	C3	chr16-84531391-84533349
1.03807773563144e-15	2.20847710123837	0.14	0.029	4.86473331171227e-10	C3	chr7-1447612-1448114
1.38269244853887e-15	2.002440724516	0.108	0.026	6.47969779466321e-10	C3	chr19-36030253-36030686
1.65981168898331e-15	1.52353777513503	0.176	0.058	7.77835891996559e-10	C3	chr17-199166-200862
1.78339807976886e-15	2.11972800964743	0.139	0.03	8.35752058724e-10	C3	chr13-23267632-23268935
1.87508123076619e-15	2.18688486272569	0.113	0.024	8.78717442092728e-10	C3	chr11-119751247-119752623
2.02326234527039e-15	1.38987563990711	0.196	0.069	9.48159409601716e-10	C3	chr7-158430245-158433222
2.02759648596871e-15	1.16390492566078	0.15	0.063	9.5019051362303e-10	C3	chr2-37389908-37391160
2.25813889817273e-15	1.20567698107177	0.323	0.136	1.05822937371179e-09	C3	chr2-218896113-218898712
2.33065107749325e-15	2.14745806634391	0.148	0.032	1.09221068379458e-09	C3	chr18-80048871-80049887
2.45748710123483e-15	0.695714683878302	0.433	0.258	1.15164972276458e-09	C3	chr17-81422621-81423715
3.2791572292229e-15	1.67220535514253	0.219	0.066	1.5367081731735e-09	C3	chr1-205961126-205963210
3.37085944728591e-15	1.75497138426902	0.168	0.048	1.57968249192215e-09	C3	chr21-37630871-37632131
3.43365859316253e-15	2.01499786078265	0.135	0.032	1.60911199285516e-09	C3	chr1-201403889-201404416
3.50858218970436e-15	1.20361292443048	0.305	0.128	1.64422336297897e-09	C3	chr17-34234748-34236733
4.04152893625823e-15	1.64302610818888	0.135	0.042	1.89397766386976e-09	C3	chr5-168289911-168290204
4.54905758597277e-15	1.32076569740537	0.219	0.084	2.13182030745683e-09	C3	chr5-170150847-170152026
4.57143046861602e-15	1.70742469783646	0.206	0.062	2.14230488907705e-09	C3	chr13-99431911-99433246
5.2783282554123e-15	1.52735684415332	0.197	0.066	2.47357769200561e-09	C3	chr18-74546231-74547824
7.63326018737154e-15	1.61944432852172	0.153	0.048	3.57716708834774e-09	C3	chr6-29560983-29561898
9.20625302530626e-15	1.63568865371009	0.174	0.053	4.31431714899625e-09	C3	chr1-36349215-36350243
9.76470527397122e-15	1.21349782062358	0.124	0.049	4.57602406783586e-09	C3	chr2-85662137-85663286
1.11928220935339e-14	1.48420522883643	0.173	0.059	5.24528102487071e-09	C3	chr11-70159210-70160359
1.16259706644538e-14	1.24055046753414	0.255	0.104	5.44826700651234e-09	C3	chr7-22443354-22445921
1.17038965487567e-14	1.60414776654739	0.171	0.053	5.48478533574729e-09	C3	chr5-134099931-134100945
1.44560888953074e-14	0.794371751830803	0.226	0.124	6.77454248291901e-09	C3	chr12-95173186-95174533
1.44605843638557e-14	1.8340996734137	0.133	0.035	6.77664918984931e-09	C3	chr2-150520797-150521609
1.59416918158794e-14	2.17251249499936	0.109	0.023	7.47073909398373e-09	C3	chr16-65782556-65783267
1.9772934547685e-14	1.25755637264272	0.259	0.101	9.26617054414708e-09	C3	chr5-74315590-74316760
2.21622499632694e-14	1.31520325821329	0.241	0.092	1.0385873038037e-08	C3	chr8-100501993-100503433
2.34391246702506e-14	1.30776094417568	0.217	0.083	1.09842535550949e-08	C3	chr7-3861421-3863108
2.34726696707638e-14	1.2871244907752	0.216	0.085	1.09999737151404e-08	C3	chr7-102424165-102427208
2.5283666932102e-14	0.975202541605739	0.282	0.14	1.1848659550724e-08	C3	chr9-136881562-136882927
2.65384987146362e-14	1.65189989612316	0.118	0.035	1.24367101141412e-08	C3	chr9-135144287-135145268
2.97904053176072e-14	1.42217825015711	0.208	0.075	1.39606478535849e-08	C3	chr4-8238097-8239023
3.68931746225959e-14	1.19777910117717	0.213	0.089	1.72892115302125e-08	C3	chr2-88856850-88858488
3.87225778521809e-14	1.76334560337184	0.167	0.047	1.81465229362897e-08	C3	chr8-22780679-22781925
4.14809068593971e-14	1.71631444833862	0.213	0.062	1.94391559006124e-08	C3	chr15-80418084-80420124
4.15497404901994e-14	1.33055753502564	0.202	0.077	1.94714133361817e-08	C3	chr10-43260136-43260522
4.38123216295849e-14	1.22374811189643	0.216	0.088	2.05317244729507e-08	C3	chr15-23422102-23423743
5.04811821734309e-14	1.46594418478826	0.198	0.069	2.36569459207528e-08	C3	chr5-177300171-177300755
5.70014102119323e-14	2.00507759538995	0.105	0.024	2.67125138662076e-08	C3	chr2-205714042-205715245
6.69510977927752e-14	1.55045043293334	0.214	0.069	3.13752260075305e-08	C3	chr1-193407830-193409295
7.43481089274373e-14	2.36838988157856	0.105	0.02	3.4841679938556e-08	C3	chr2-96501311-96501916
7.89059068547482e-14	2.03687951730401	0.153	0.034	3.69775962234338e-08	C3	chr16-84810364-84811335
8.93806966720847e-14	1.65653042182496	0.196	0.06	4.18863865007424e-08	C3	chr15-62793710-62795518
9.92268255796023e-14	1.11123246412829	0.2	0.088	4.65005680445434e-08	C3	chr7-99379886-99381452
1.05029278996919e-13	0.83661126426369	0.431	0.242	4.92197659870474e-08	C3	chr12-92551637-92553776
1.26261055405572e-13	1.04697386804216	0.203	0.093	5.91695921336579e-08	C3	chr5-9059838-9060778
1.28025740841882e-13	1.4515540551192	0.152	0.053	5.99965749049904e-08	C3	chr9-135130147-135130905
1.32661502863466e-13	1.10320871359219	0.245	0.109	6.21690274254034e-08	C3	chr5-180467047-180467576
1.54594408388196e-13	0.969614727079623	0.219	0.103	7.24474230085518e-08	C3	chr5-172757503-172758808
1.9448489607213e-13	1.98023648718323	0.152	0.036	9.11412623613864e-08	C3	chr7-159210532-159212115
2.50798708373161e-13	1.31929712167057	0.172	0.064	1.17531547906206e-07	C3	chr1-212635013-212637319
3.21674259662656e-13	0.93785069424206	0.268	0.133	1.50745886631451e-07	C3	chr7-70667970-70669307
4.40323332867649e-13	2.29172664300539	0.119	0.023	2.06348283158433e-07	C3	chr2-235083170-235084776
4.7742269043294e-13	1.0665631003421	0.291	0.132	2.23734117994898e-07	C3	chr17-73341449-73343452
4.92861316449138e-13	1.89983392334976	0.214	0.056	2.30969105866243e-07	C3	chr15-70140115-70141837
6.36791979131471e-13	1.3035060633706	0.176	0.068	2.98419188388402e-07	C3	chr4-113291320-113293972
8.02468957197226e-13	1.41993367109052	0.214	0.078	3.76060224942379e-07	C3	chr5-142857059-142857810
8.34726415171552e-13	1.39579647273075	0.161	0.058	3.91177005215429e-07	C3	chr20-37335710-37337164
8.63133465674748e-13	0.91169384927497	0.31	0.159	4.04489372885691e-07	C3	chr10-13786581-13789276
9.36682261665937e-13	1.51416865788094	0.184	0.062	4.38956471602246e-07	C3	chr5-9062402-9063304
9.6539542767328e-13	1.08588153156944	0.198	0.088	4.52412293875101e-07	C3	chr17-64343238-64344919
1.08892362530342e-12	1.40727652138029	0.173	0.062	5.10301189602317e-07	C3	chr6-24517238-24518453
1.11688535718101e-12	2.040918230839	0.126	0.029	5.23404868050379e-07	C3	chr1-227753672-227754437
1.22934308660437e-12	2.11240173132343	0.113	0.025	5.7610582133232e-07	C3	chr10-43265036-43265468
1.32742678572095e-12	1.59053006979436	0.11	0.034	6.22070687165625e-07	C3	chr3-133469084-133469812
1.48288975627767e-12	1.47683348255142	0.175	0.06	6.94925143594647e-07	C3	chr4-2745685-2747487
1.86775817060079e-12	1.49102963374235	0.187	0.063	8.75285643730479e-07	C3	chr6-159676789-159678399
2.10014760900788e-12	0.918012863998265	0.283	0.141	9.84190073861753e-07	C3	chr13-36130238-36132263
2.3729088340387e-12	2.33166332247107	0.1	0.019	1.11201389398672e-06	C3	chr1-54622404-54622917
2.40767915748841e-12	1.16309808126538	0.282	0.122	1.12830827589464e-06	C3	chr16-11181362-11183716
2.52266470609775e-12	0.572079881295493	0.346	0.22	1.18219383855388e-06	C3	chr16-66924736-66925896
2.53878874972214e-12	1.11551758856247	0.276	0.117	1.18975003299354e-06	C3	chr21-41207209-41208693
2.63914901506751e-12	2.08621289098909	0.104	0.023	1.23678176378207e-06	C3	chr12-52650257-52651484
2.89933292771414e-12	1.10051274492319	0.187	0.082	1.35871149058175e-06	C3	chr17-1511044-1512363
3.87368766495807e-12	1.11464479409825	0.213	0.094	1.81532237674164e-06	C3	chr7-44750570-44751546
4.07603209095446e-12	1.43480694148283	0.124	0.043	1.9101468427519e-06	C3	chr5-51650710-51652160
4.30738710272642e-12	1.76448909863477	0.117	0.032	2.01856651056358e-06	C3	chr10-79331108-79332158
4.38707033415478e-12	1.86158485886925	0.123	0.032	2.05590838362462e-06	C3	chr10-127830501-127831193
5.046826273803e-12	1.23614708761502	0.197	0.079	2.36508914986603e-06	C3	chr5-67314952-67316295
5.13261575220407e-12	1.76998766012678	0.1	0.027	2.40529258733964e-06	C3	chr1-47587850-47588694
5.78272090083925e-12	1.46989242124562	0.133	0.046	2.7099507130394e-06	C3	chr22-42418793-42419912
6.04176252559688e-12	1.55414158726102	0.142	0.045	2.83134513060794e-06	C3	chr22-17845739-17847030
6.25314086491792e-12	1.79024407499716	0.148	0.041	2.93040315038562e-06	C3	chr10-70970146-70971225
6.25498465065666e-12	1.37598506974415	0.178	0.066	2.93126720185258e-06	C3	chr11-133946454-133947628
6.49231765803745e-12	1.17101993138053	0.127	0.054	3.04248833176843e-06	C3	chr12-109978772-109979837
9.18607135851478e-12	0.819844889687697	0.298	0.158	4.30485943466942e-06	C3	chr17-50892964-50893971
9.32643443915765e-12	1.28407729316262	0.162	0.063	4.37063764478801e-06	C3	chr1-19257072-19257923
9.74560851557864e-12	1.61107225151044	0.125	0.038	4.5670747730471e-06	C3	chr6-4336691-4337504
1.07394964768671e-11	2.05686298100825	0.147	0.033	5.03283949445776e-06	C3	chr10-43264092-43264502
1.08062151296205e-11	1.38030391600903	0.264	0.097	5.06410578997891e-06	C3	chr11-73147707-73148648
1.09884671830303e-11	1.57301960757749	0.172	0.056	5.14951438751633e-06	C3	chr10-11886621-11887841
1.1175404832536e-11	1.12807899776424	0.148	0.063	5.23711879126653e-06	C3	chr15-58472804-58474209
1.12556408824146e-11	1.74783617848617	0.163	0.046	5.27471973108509e-06	C3	chr11-110348309-110350080
1.46739047653279e-11	0.700297683121847	0.341	0.199	6.87661731627085e-06	C3	chr17-72444602-72446144
1.57300766210739e-11	1.35909882951316	0.179	0.065	7.37157007685723e-06	C3	chr12-93166703-93168708
1.61656620446135e-11	1.42059418655506	0.164	0.056	7.57569803830518e-06	C3	chr5-178286449-178286716
1.73269150681e-11	1.62747438614311	0.206	0.062	8.11989488144862e-06	C3	chr2-80706309-80707766
1.9344068004613e-11	0.612621011927721	0.401	0.252	9.06519124493378e-06	C3	chr19-45641100-45642717
1.99832241818066e-11	1.19689131526283	0.174	0.071	9.36471836509586e-06	C3	chr17-40597613-40599872
2.18607170226824e-11	1.99093103460466	0.113	0.026	1.02445659576226e-05	C3	chr5-149831478-149831846
2.35061060475562e-11	1.87431804000187	0.117	0.03	1.10156429709602e-05	C3	chr8-129981668-129982293
2.53571356234025e-11	1.53064021068048	0.132	0.043	1.18830891100595e-05	C3	chr17-64313007-64314151
3.42296158861496e-11	1.97326198225219	0.114	0.027	1.60409906631104e-05	C3	chr8-121545282-121546595
3.72072316609162e-11	1.09696363542893	0.226	0.099	1.74363877660235e-05	C3	chr8-22178427-22179698
4.03927689014267e-11	1.27028549558867	0.199	0.077	1.89292228975067e-05	C3	chr15-62135236-62136343
4.06058409675853e-11	1.53656420908943	0.112	0.036	1.90290746467985e-05	C3	chr9-73219035-73220682
4.15831214645629e-11	1.00326532832783	0.278	0.132	1.94870566288167e-05	C3	chr7-101107827-101109356
4.42058367853374e-11	1.11197464647793	0.181	0.078	2.07161370868759e-05	C3	chr7-45968988-45969698
4.42638008839312e-11	1.1201023717841	0.229	0.1	2.07433007444358e-05	C3	chr17-31564815-31565339
4.44841685325144e-11	1.59246903177605	0.141	0.044	2.08465714152237e-05	C3	chr6-107811012-107812717
4.65609440539655e-11	1.33008640808976	0.147	0.055	2.18198086510658e-05	C3	chr12-112149478-112150062
4.84103155411349e-11	1.29006091250276	0.151	0.059	2.26864777617265e-05	C3	chr19-17311818-17312489
4.94597166781938e-11	1.1776147457538	0.201	0.084	2.31782575671853e-05	C3	chr1-121510694-121512319
5.25972974503581e-11	1.48304323957323	0.141	0.048	2.46486189068638e-05	C3	chr4-132123708-132124838
5.57279020398916e-11	1.22769865822516	0.156	0.063	2.61157110050524e-05	C3	chr2-121038169-121039247
5.87087099428523e-11	1.34194813439426	0.11	0.04	2.75126040318089e-05	C3	chr21-41648034-41649118
6.08832582828121e-11	0.620947657865862	0.297	0.184	2.85316604458159e-05	C3	chr7-4724576-4726849
6.38950075337507e-11	1.00223380285047	0.262	0.123	2.99430534855341e-05	C3	chr3-127001660-127003110
6.57940659313319e-11	1.39590879231327	0.104	0.037	3.08330073233342e-05	C3	chr16-70430448-70431404
7.03946104034761e-11	1.22151917034958	0.232	0.095	3.29889558787706e-05	C3	chr1-183179894-183181241
7.45333386701951e-11	0.960300076583372	0.253	0.125	3.49284839676749e-05	C3	chr8-143023847-143024779
7.59818981212142e-11	1.37342316796997	0.1	0.036	3.56073209346465e-05	C3	chr5-138695888-138697180
8.10995944570834e-11	1.36515031900314	0.13	0.049	3.80056218508285e-05	C3	chr15-73987625-73988330
8.19578206866628e-11	0.964749873913326	0.181	0.088	3.84078115505701e-05	C3	chr21-42414309-42415904
8.50784664712477e-11	1.25473126182571	0.169	0.067	3.98702366639543e-05	C3	chr7-28004932-28006286
8.59965708779149e-11	0.964071340085597	0.253	0.123	4.03004870139464e-05	C3	chr10-71837298-71838729
8.68712202202349e-11	2.20790904217799	0.113	0.023	4.07103730605885e-05	C3	chr12-57145425-57146007
8.83871399515959e-11	1.75953828534524	0.126	0.035	4.14207770083764e-05	C3	chr6-43737347-43738057
8.85335851025346e-11	1.54756782262462	0.13	0.043	4.14894054530157e-05	C3	chr13-110371544-110372986
9.62156989409289e-11	0.893662230553581	0.265	0.136	4.50894667789886e-05	C3	chr15-42056743-42058194
9.95432014211085e-11	1.61083926160888	0.166	0.051	4.66488309387727e-05	C3	chr1-211620910-211621962
1.19503210459743e-10	0.926035905741189	0.203	0.101	5.60026700145389e-05	C3	chr1-205324713-205325741
1.47512086769305e-10	1.25073899005242	0.127	0.05	6.91284417106124e-05	C3	chr10-124042890-124043861
1.53608226785459e-10	0.927601337289931	0.281	0.141	7.19852697102431e-05	C3	chr9-38226338-38228010
1.55235780319572e-10	1.03518443196128	0.106	0.048	7.27479884953807e-05	C3	chr20-1122294-1123335
1.61385065491203e-10	1.46118539470077	0.112	0.038	7.5629721856077e-05	C3	chr22-29780694-29782441
1.72765641861263e-10	1.02267158140968	0.264	0.126	8.09629899798018e-05	C3	chr22-42711258-42712725
1.80721193076989e-10	1.4922194385911	0.164	0.055	8.46911919904763e-05	C3	chr12-128761044-128762244
1.80949001575592e-10	1.47640754524379	0.135	0.046	8.47979496593683e-05	C3	chr12-116496917-116497744
1.87064874264019e-10	1.33313851212647	0.187	0.071	8.7664024961473e-05	C3	chr1-31666282-31666830
2.0372464055095e-10	0.781187973212178	0.121	0.066	9.54712745767511e-05	C3	chr19-13012714-13013585
2.19459569390197e-10	0.87475471035322	0.151	0.077	0.000102845118543758	C3	chr5-119323655-119324728
2.23642759673509e-10	0.9364444636646	0.273	0.136	0.000104805482823037	C3	chr12-41708577-41710378
2.3946518897407e-10	1.50193016485174	0.11	0.036	0.00011222033204373	C3	chr1-166306879-166308427
2.48990544508452e-10	1.05410964651965	0.185	0.084	0.000116684189882451	C3	chr5-124935728-124936725
2.61761621663558e-10	0.540266247996587	0.388	0.254	0.000122669086998572	C3	chr8-102787882-102789564
2.6380111196259e-10	1.16717286170883	0.249	0.106	0.000123624851297917	C3	chr5-150599885-150600611
2.64191252205145e-10	1.11023272983467	0.114	0.05	0.000123807682329645	C3	chr17-1810032-1811252
2.95182156865036e-10	1.51644068674252	0.142	0.046	0.000138330918989505	C3	chr16-57315100-57317524
3.11374560295167e-10	1.04018525044644	0.181	0.082	0.000145919148816564	C3	chr21-34844141-34846881
3.27001459990091e-10	1.24227618698907	0.174	0.072	0.000153242367193697	C3	chr17-76491817-76494330
3.3000123894613e-10	0.682943559673321	0.331	0.196	0.000154648150606086	C3	chr8-69832215-69835260
